bnet,method,run,rmsd,n_states,n_attractors,update_scheme
n010_018.bnet,random_mc,8.0,0.017294065435024958,128,2,asynchronous
n010_018.bnet,random_mc,9.0,0.017294065435024958,128,2,asynchronous
n010_018.bnet,random_mc,10.0,0.017294065435024958,128,2,asynchronous
n010_018.bnet,random_mc,11.0,0.017294065435024958,128,2,asynchronous
n010_018.bnet,random_mc,12.0,0.017294065435024958,128,2,asynchronous
n010_018.bnet,random_mc,13.0,0.017294065435024958,128,2,asynchronous
n010_018.bnet,random_mc,14.0,0.017294065435024958,128,2,asynchronous
n010_018.bnet,random_mc,15.0,0.017294065435024958,128,2,asynchronous
n010_018.bnet,random_mc,16.0,0.017294065435024958,128,2,asynchronous
n010_018.bnet,random_mc,17.0,0.017294065435024958,128,2,asynchronous
n010_018.bnet,random_mc,18.0,0.017294065435024958,128,2,asynchronous
n010_018.bnet,random_mc,19.0,0.017294065435024958,128,2,asynchronous
n010_018.bnet,random_mc,20.0,0.017294065435024958,128,2,asynchronous
n010_018.bnet,random_mc,21.0,0.017294065435024958,128,2,asynchronous
n010_018.bnet,random_mc,22.0,0.017294065435024958,128,2,asynchronous
n010_018.bnet,random_mc,23.0,0.017294065435024958,128,2,asynchronous
n010_018.bnet,random_mc,24.0,0.017294065435024958,128,2,asynchronous
n010_018.bnet,random_mc,25.0,0.017294065435024958,128,2,asynchronous
n010_018.bnet,random_mc,26.0,0.017294065435024958,128,2,asynchronous
n010_018.bnet,random_mc,27.0,0.017294065435024958,128,2,asynchronous
n010_018.bnet,random_mc,28.0,0.017294065435024958,128,2,asynchronous
n010_018.bnet,random_mc,29.0,0.017294065435024958,128,2,asynchronous
n010_023.bnet,sd_mc,,0.0018698231275042668,512,2,asynchronous
n010_023.bnet,null_mc,,0.28629036459597396,512,2,asynchronous
n010_023.bnet,ref,,0.44382949123643,512,2,asynchronous
n010_023.bnet,random_mc,0.0,0.28513375376775874,512,2,asynchronous
n010_023.bnet,random_mc,1.0,0.2825761017888939,512,2,asynchronous
n010_023.bnet,random_mc,2.0,0.28450505851144203,512,2,asynchronous
n010_023.bnet,random_mc,3.0,0.2855895585912239,512,2,asynchronous
n010_023.bnet,random_mc,4.0,0.2853512301230123,512,2,asynchronous
n010_023.bnet,random_mc,5.0,0.2897220927465691,512,2,asynchronous
n010_023.bnet,random_mc,6.0,0.2893175903271598,512,2,asynchronous
n010_023.bnet,random_mc,7.0,0.2873726151312519,512,2,asynchronous
n010_023.bnet,random_mc,8.0,0.2875328420542781,512,2,asynchronous
n010_023.bnet,random_mc,9.0,0.2953059112597723,512,2,asynchronous
n010_023.bnet,random_mc,10.0,0.2883646401805205,512,2,asynchronous
n010_023.bnet,random_mc,11.0,0.29136142900549017,512,2,asynchronous
n010_023.bnet,random_mc,12.0,0.2880085490387092,512,2,asynchronous
n010_023.bnet,random_mc,13.0,0.285181025304144,512,2,asynchronous
n010_023.bnet,random_mc,14.0,0.2905125559995329,512,2,asynchronous
n010_023.bnet,random_mc,15.0,0.27753277940001003,512,2,asynchronous
n010_023.bnet,random_mc,16.0,0.2864632734513219,512,2,asynchronous
n010_023.bnet,random_mc,17.0,0.29307489411132376,512,2,asynchronous
n010_023.bnet,random_mc,18.0,0.3020891814122012,512,2,asynchronous
n010_023.bnet,random_mc,19.0,0.2857511683763117,512,2,asynchronous
n010_023.bnet,random_mc,20.0,0.29159997151890105,512,2,asynchronous
n010_023.bnet,random_mc,21.0,0.2801757262261698,512,2,asynchronous
n010_023.bnet,random_mc,22.0,0.28881744415878874,512,2,asynchronous
n010_023.bnet,random_mc,23.0,0.28697170874276756,512,2,asynchronous
n010_023.bnet,random_mc,24.0,0.289231029990411,512,2,asynchronous
n010_023.bnet,random_mc,25.0,0.28987346462760566,512,2,asynchronous
n010_023.bnet,random_mc,26.0,0.2798667439278229,512,2,asynchronous
n010_023.bnet,random_mc,27.0,0.28023264540358017,512,2,asynchronous
n010_023.bnet,random_mc,28.0,0.284663187948932,512,2,asynchronous
n010_023.bnet,random_mc,29.0,0.2864211424297238,512,2,asynchronous
n010_024.bnet,sd_mc,,0.040548427225366016,512,4,asynchronous
n010_024.bnet,null_mc,,0.044275695923568184,512,4,asynchronous
n010_024.bnet,ref,,0.3512929449891054,512,4,asynchronous
n010_024.bnet,random_mc,0.0,0.04726229598708385,512,4,asynchronous
n010_024.bnet,random_mc,1.0,0.045109873426167686,512,4,asynchronous
n010_024.bnet,random_mc,2.0,0.044762295059293924,512,4,asynchronous
n010_024.bnet,random_mc,3.0,0.04218974858176588,512,4,asynchronous
n010_024.bnet,random_mc,4.0,0.045232706858367576,512,4,asynchronous
n010_024.bnet,random_mc,5.0,0.04407274709209898,512,4,asynchronous
n010_024.bnet,random_mc,6.0,0.04817900749946595,512,4,asynchronous
n010_024.bnet,random_mc,7.0,0.04749657314578659,512,4,asynchronous
n010_024.bnet,random_mc,8.0,0.038266123569208665,512,4,asynchronous
n010_024.bnet,random_mc,9.0,0.04571622172878906,512,4,asynchronous
n010_024.bnet,random_mc,10.0,0.04675322203839905,512,4,asynchronous
n010_024.bnet,random_mc,11.0,0.03896587184391832,512,4,asynchronous
n010_024.bnet,random_mc,12.0,0.04685656135651974,512,4,asynchronous
n010_024.bnet,random_mc,13.0,0.04499633432703587,512,4,asynchronous
n010_024.bnet,random_mc,14.0,0.042943170379603615,512,4,asynchronous
n010_024.bnet,random_mc,15.0,0.054922348341974736,512,4,asynchronous
n010_024.bnet,random_mc,16.0,0.04272410027630627,512,4,asynchronous
n010_024.bnet,random_mc,17.0,0.03460789461801932,512,4,asynchronous
n010_024.bnet,random_mc,18.0,0.04850715695483413,512,4,asynchronous
n010_024.bnet,random_mc,19.0,0.042253799846735995,512,4,asynchronous
n010_024.bnet,random_mc,20.0,0.04651975133202398,512,4,asynchronous
n010_024.bnet,random_mc,21.0,0.05197981974883404,512,4,asynchronous
n010_024.bnet,random_mc,22.0,0.038822164546694495,512,4,asynchronous
n010_024.bnet,random_mc,23.0,0.04000982490448371,512,4,asynchronous
n010_024.bnet,random_mc,24.0,0.04500335386367204,512,4,asynchronous
n010_024.bnet,random_mc,25.0,0.041553698182000456,512,4,asynchronous
n010_024.bnet,random_mc,26.0,0.045539838814837974,512,4,asynchronous
n010_024.bnet,random_mc,27.0,0.044690978206279534,512,4,asynchronous
n010_024.bnet,random_mc,28.0,0.0382537234479372,512,4,asynchronous
n010_024.bnet,random_mc,29.0,0.04323128601079568,512,4,asynchronous
n010_026.bnet,sd_mc,,0.0,2,2,asynchronous
n010_026.bnet,null_mc,,0.0,2,2,asynchronous
n010_026.bnet,ref,,0.0,2,2,asynchronous
n010_026.bnet,random_mc,0.0,0.0,2,2,asynchronous
n010_026.bnet,random_mc,1.0,0.0,2,2,asynchronous
n010_026.bnet,random_mc,2.0,0.0,2,2,asynchronous
n010_026.bnet,random_mc,3.0,0.0,2,2,asynchronous
n010_026.bnet,random_mc,4.0,0.0,2,2,asynchronous
n010_026.bnet,random_mc,5.0,0.0,2,2,asynchronous
n010_026.bnet,random_mc,6.0,0.0,2,2,asynchronous
n010_026.bnet,random_mc,7.0,0.0,2,2,asynchronous
n010_026.bnet,random_mc,8.0,0.0,2,2,asynchronous
n010_026.bnet,random_mc,9.0,0.0,2,2,asynchronous
n010_026.bnet,random_mc,10.0,0.0,2,2,asynchronous
n010_026.bnet,random_mc,11.0,0.0,2,2,asynchronous
n010_026.bnet,random_mc,12.0,0.0,2,2,asynchronous
n010_026.bnet,random_mc,13.0,0.0,2,2,asynchronous
n010_026.bnet,random_mc,14.0,0.0,2,2,asynchronous
n010_026.bnet,random_mc,15.0,0.0,2,2,asynchronous
n010_026.bnet,random_mc,16.0,0.0,2,2,asynchronous
n010_026.bnet,random_mc,17.0,0.0,2,2,asynchronous
n010_026.bnet,random_mc,18.0,0.0,2,2,asynchronous
n010_026.bnet,random_mc,19.0,0.0,2,2,asynchronous
n010_026.bnet,random_mc,20.0,0.0,2,2,asynchronous
n010_026.bnet,random_mc,21.0,0.0,2,2,asynchronous
n010_026.bnet,random_mc,22.0,0.0,2,2,asynchronous
n010_026.bnet,random_mc,23.0,0.0,2,2,asynchronous
n010_026.bnet,random_mc,24.0,0.0,2,2,asynchronous
n010_026.bnet,random_mc,25.0,0.0,2,2,asynchronous
n010_026.bnet,random_mc,26.0,0.0,2,2,asynchronous
n010_026.bnet,random_mc,27.0,0.0,2,2,asynchronous
n010_026.bnet,random_mc,28.0,0.0,2,2,asynchronous
n010_026.bnet,random_mc,29.0,0.0,2,2,asynchronous
n010_029.bnet,sd_mc,,0.052368967995473796,128,2,asynchronous
n010_029.bnet,null_mc,,0.023827334562602994,128,2,asynchronous
n010_029.bnet,ref,,0.4635228755499264,128,2,asynchronous
n010_029.bnet,random_mc,0.0,0.023827334562602994,128,2,asynchronous
n010_029.bnet,random_mc,1.0,0.02049524349307807,128,2,asynchronous
n010_029.bnet,random_mc,2.0,0.0247916687622893,128,2,asynchronous
n010_029.bnet,random_mc,3.0,0.025130351037000905,128,2,asynchronous
n010_029.bnet,random_mc,4.0,0.02192651242139985,128,2,asynchronous
n010_029.bnet,random_mc,5.0,0.021594697428117853,128,2,asynchronous
n010_029.bnet,random_mc,6.0,0.03591484478486961,128,2,asynchronous
n010_029.bnet,random_mc,7.0,0.022781057507567103,128,2,asynchronous
n010_029.bnet,random_mc,8.0,0.027463973680955975,128,2,asynchronous
n010_029.bnet,random_mc,9.0,0.016579331459704885,128,2,asynchronous
n010_029.bnet,random_mc,10.0,0.027881894105385333,128,2,asynchronous
n010_029.bnet,random_mc,11.0,0.023827334562602994,128,2,asynchronous
n010_029.bnet,random_mc,12.0,0.023477309056775256,128,2,asynchronous
n010_029.bnet,random_mc,13.0,0.01975077515843865,128,2,asynchronous
n010_029.bnet,random_mc,14.0,0.019018625201029954,128,2,asynchronous
n010_029.bnet,random_mc,15.0,0.024602232941521668,128,2,asynchronous
n010_029.bnet,random_mc,16.0,0.021183034137868685,128,2,asynchronous
n010_029.bnet,random_mc,17.0,0.0210720759601231,128,2,asynchronous
n010_029.bnet,random_mc,18.0,0.023619665911923514,128,2,asynchronous
n010_029.bnet,random_mc,19.0,0.02444246509857385,128,2,asynchronous
n010_029.bnet,random_mc,20.0,0.018908917624640847,128,2,asynchronous
n010_029.bnet,random_mc,21.0,0.02570169735975004,128,2,asynchronous
n010_029.bnet,random_mc,22.0,0.022029952875434737,128,2,asynchronous
n010_029.bnet,random_mc,23.0,0.030503354576738462,128,2,asynchronous
n010_029.bnet,random_mc,24.0,0.023589085854710774,128,2,asynchronous
n010_029.bnet,random_mc,25.0,0.03604484378541939,128,2,asynchronous
n010_029.bnet,random_mc,26.0,0.02050870644906718,128,2,asynchronous
n010_029.bnet,random_mc,27.0,0.01717980972141832,128,2,asynchronous
n010_029.bnet,random_mc,28.0,0.023506140002412558,128,2,asynchronous
n010_029.bnet,random_mc,29.0,0.027125229096113618,128,2,asynchronous
n010_032.bnet,sd_mc,,0.0,16,2,asynchronous
n010_032.bnet,null_mc,,0.0,16,2,asynchronous
n010_032.bnet,ref,,0.4330127018922193,16,2,asynchronous
n010_032.bnet,random_mc,0.0,0.005681818181818177,16,2,asynchronous
n010_032.bnet,random_mc,1.0,0.0031249999999999334,16,2,asynchronous
n010_032.bnet,random_mc,2.0,0.013257575757575746,16,2,asynchronous
n010_032.bnet,random_mc,3.0,5.551115123125783e-17,16,2,asynchronous
n010_032.bnet,random_mc,4.0,0.015624999999999944,16,2,asynchronous
n010_032.bnet,random_mc,5.0,0.0031249999999999334,16,2,asynchronous
n010_032.bnet,random_mc,6.0,0.0,16,2,asynchronous
n010_032.bnet,random_mc,7.0,0.004807692307692291,16,2,asynchronous
n010_032.bnet,random_mc,8.0,0.016025641025641024,16,2,asynchronous
n010_032.bnet,random_mc,9.0,0.0,16,2,asynchronous
n010_032.bnet,random_mc,10.0,2.7755575615628914e-17,16,2,asynchronous
n010_032.bnet,random_mc,11.0,0.0,16,2,asynchronous
n010_032.bnet,random_mc,12.0,0.018939393939393978,16,2,asynchronous
n010_032.bnet,random_mc,13.0,0.016666666666666663,16,2,asynchronous
n010_032.bnet,random_mc,14.0,0.0,16,2,asynchronous
n010_032.bnet,random_mc,15.0,0.002232142857142877,16,2,asynchronous
n010_032.bnet,random_mc,16.0,0.005681818181818177,16,2,asynchronous
n010_032.bnet,random_mc,17.0,0.03125,16,2,asynchronous
n010_032.bnet,random_mc,18.0,0.008680555555555525,16,2,asynchronous
n010_032.bnet,random_mc,19.0,0.0,16,2,asynchronous
n010_032.bnet,random_mc,20.0,0.0,16,2,asynchronous
n010_032.bnet,random_mc,21.0,0.009722222222222188,16,2,asynchronous
n010_032.bnet,random_mc,22.0,0.0,16,2,asynchronous
n010_032.bnet,random_mc,23.0,0.0078125,16,2,asynchronous
n010_032.bnet,random_mc,24.0,0.00390625,16,2,asynchronous
n010_032.bnet,random_mc,25.0,0.02187499999999995,16,2,asynchronous
n010_032.bnet,random_mc,26.0,0.002083333333333326,16,2,asynchronous
n010_032.bnet,random_mc,27.0,0.02499999999999994,16,2,asynchronous
n010_032.bnet,random_mc,28.0,0.0,16,2,asynchronous
n010_032.bnet,random_mc,29.0,0.010670731707316972,16,2,asynchronous
n010_033.bnet,sd_mc,,6.409875621278546e-17,8,2,asynchronous
n010_033.bnet,null_mc,,6.409875621278546e-17,8,2,asynchronous
n010_033.bnet,ref,,6.409875621278546e-17,8,2,asynchronous
n010_033.bnet,random_mc,0.0,6.409875621278546e-17,8,2,asynchronous
n010_033.bnet,random_mc,1.0,6.409875621278546e-17,8,2,asynchronous
n010_033.bnet,random_mc,2.0,6.409875621278546e-17,8,2,asynchronous
n010_033.bnet,random_mc,3.0,6.409875621278546e-17,8,2,asynchronous
n010_033.bnet,random_mc,4.0,6.409875621278546e-17,8,2,asynchronous
n010_033.bnet,random_mc,5.0,6.409875621278546e-17,8,2,asynchronous
n010_033.bnet,random_mc,6.0,6.409875621278546e-17,8,2,asynchronous
n010_033.bnet,random_mc,7.0,6.409875621278546e-17,8,2,asynchronous
n010_033.bnet,random_mc,8.0,6.409875621278546e-17,8,2,asynchronous
n010_033.bnet,random_mc,9.0,6.409875621278546e-17,8,2,asynchronous
n010_033.bnet,random_mc,10.0,6.409875621278546e-17,8,2,asynchronous
n010_033.bnet,random_mc,11.0,6.409875621278546e-17,8,2,asynchronous
n010_033.bnet,random_mc,12.0,6.409875621278546e-17,8,2,asynchronous
n010_033.bnet,random_mc,13.0,6.409875621278546e-17,8,2,asynchronous
n010_033.bnet,random_mc,14.0,6.409875621278546e-17,8,2,asynchronous
n010_033.bnet,random_mc,15.0,6.409875621278546e-17,8,2,asynchronous
n010_033.bnet,random_mc,16.0,6.409875621278546e-17,8,2,asynchronous
n010_033.bnet,random_mc,17.0,6.409875621278546e-17,8,2,asynchronous
n010_033.bnet,random_mc,18.0,6.409875621278546e-17,8,2,asynchronous
n010_033.bnet,random_mc,19.0,6.409875621278546e-17,8,2,asynchronous
n010_033.bnet,random_mc,20.0,6.409875621278546e-17,8,2,asynchronous
n010_033.bnet,random_mc,21.0,6.409875621278546e-17,8,2,asynchronous
n010_033.bnet,random_mc,22.0,6.409875621278546e-17,8,2,asynchronous
n010_033.bnet,random_mc,23.0,6.409875621278546e-17,8,2,asynchronous
n010_033.bnet,random_mc,24.0,6.409875621278546e-17,8,2,asynchronous
n010_033.bnet,random_mc,25.0,6.409875621278546e-17,8,2,asynchronous
n010_033.bnet,random_mc,26.0,6.409875621278546e-17,8,2,asynchronous
n010_033.bnet,random_mc,27.0,6.409875621278546e-17,8,2,asynchronous
n010_033.bnet,random_mc,28.0,6.409875621278546e-17,8,2,asynchronous
n010_033.bnet,random_mc,29.0,6.409875621278546e-17,8,2,asynchronous
n010_034.bnet,sd_mc,,0.0,2,2,asynchronous
n010_034.bnet,null_mc,,0.0,2,2,asynchronous
n010_034.bnet,ref,,0.0,2,2,asynchronous
n010_034.bnet,random_mc,0.0,0.0,2,2,asynchronous
n010_034.bnet,random_mc,1.0,0.0,2,2,asynchronous
n010_034.bnet,random_mc,2.0,0.0,2,2,asynchronous
n010_034.bnet,random_mc,3.0,0.0,2,2,asynchronous
n010_034.bnet,random_mc,4.0,0.0,2,2,asynchronous
n010_034.bnet,random_mc,5.0,0.0,2,2,asynchronous
n010_034.bnet,random_mc,6.0,0.0,2,2,asynchronous
n010_034.bnet,random_mc,7.0,0.0,2,2,asynchronous
n010_034.bnet,random_mc,8.0,0.0,2,2,asynchronous
n010_034.bnet,random_mc,9.0,0.0,2,2,asynchronous
n010_034.bnet,random_mc,10.0,0.0,2,2,asynchronous
n010_034.bnet,random_mc,11.0,0.0,2,2,asynchronous
n010_034.bnet,random_mc,12.0,0.0,2,2,asynchronous
n010_034.bnet,random_mc,13.0,0.0,2,2,asynchronous
n010_034.bnet,random_mc,14.0,0.0,2,2,asynchronous
n010_034.bnet,random_mc,15.0,0.0,2,2,asynchronous
n010_034.bnet,random_mc,16.0,0.0,2,2,asynchronous
n010_034.bnet,random_mc,17.0,0.0,2,2,asynchronous
n010_034.bnet,random_mc,18.0,0.0,2,2,asynchronous
n010_034.bnet,random_mc,19.0,0.0,2,2,asynchronous
n010_034.bnet,random_mc,20.0,0.0,2,2,asynchronous
n010_034.bnet,random_mc,21.0,0.0,2,2,asynchronous
n010_034.bnet,random_mc,22.0,0.0,2,2,asynchronous
n010_034.bnet,random_mc,23.0,0.0,2,2,asynchronous
n010_034.bnet,random_mc,24.0,0.0,2,2,asynchronous
n010_034.bnet,random_mc,25.0,0.0,2,2,asynchronous
n010_034.bnet,random_mc,26.0,0.0,2,2,asynchronous
n010_034.bnet,random_mc,27.0,0.0,2,2,asynchronous
n010_034.bnet,random_mc,28.0,0.0,2,2,asynchronous
n010_034.bnet,random_mc,29.0,0.0,2,2,asynchronous
n010_035.bnet,sd_mc,,0.0,32,4,asynchronous
n010_035.bnet,null_mc,,0.02083333333333326,32,4,asynchronous
n010_035.bnet,ref,,0.25,32,4,asynchronous
n010_035.bnet,random_mc,0.0,0.024682153454125298,32,4,asynchronous
n010_035.bnet,random_mc,1.0,0.02629149221911864,32,4,asynchronous
n010_035.bnet,random_mc,2.0,0.019119167798780447,32,4,asynchronous
n010_035.bnet,random_mc,3.0,0.022801467485584374,32,4,asynchronous
n010_035.bnet,random_mc,4.0,0.02673803068318156,32,4,asynchronous
n010_035.bnet,random_mc,5.0,0.020894425081251482,32,4,asynchronous
n010_035.bnet,random_mc,6.0,0.026525563755194468,32,4,asynchronous
n010_035.bnet,random_mc,7.0,0.033203166360268356,32,4,asynchronous
n010_035.bnet,random_mc,8.0,0.02677502699790387,32,4,asynchronous
n010_035.bnet,random_mc,9.0,0.02689489655859651,32,4,asynchronous
n010_035.bnet,random_mc,10.0,0.03571842306585397,32,4,asynchronous
n010_035.bnet,random_mc,11.0,0.0201789950312427,32,4,asynchronous
n010_035.bnet,random_mc,12.0,0.024253485340054906,32,4,asynchronous
n010_035.bnet,random_mc,13.0,0.019261539892540876,32,4,asynchronous
n010_035.bnet,random_mc,14.0,0.02110362608117097,32,4,asynchronous
n010_035.bnet,random_mc,15.0,0.031515765958693986,32,4,asynchronous
n010_035.bnet,random_mc,16.0,0.025047023731322345,32,4,asynchronous
n010_035.bnet,random_mc,17.0,0.02213825882011658,32,4,asynchronous
n010_035.bnet,random_mc,18.0,0.023819529325862756,32,4,asynchronous
n010_035.bnet,random_mc,19.0,0.02286161048546537,32,4,asynchronous
n010_035.bnet,random_mc,20.0,0.02401948446657897,32,4,asynchronous
n010_035.bnet,random_mc,21.0,0.026687309262963387,32,4,asynchronous
n010_035.bnet,random_mc,22.0,0.029111154441529553,32,4,asynchronous
n010_035.bnet,random_mc,23.0,0.0254240678175874,32,4,asynchronous
n010_035.bnet,random_mc,24.0,0.023225591784443812,32,4,asynchronous
n010_035.bnet,random_mc,25.0,0.02985459856832804,32,4,asynchronous
n010_035.bnet,random_mc,26.0,0.020922322822390312,32,4,asynchronous
n010_035.bnet,random_mc,27.0,0.024694724390577613,32,4,asynchronous
n010_035.bnet,random_mc,28.0,0.022155799832615918,32,4,asynchronous
n010_035.bnet,random_mc,29.0,0.03105838233929886,32,4,asynchronous
n010_036.bnet,sd_mc,,0.05335262725802658,64,4,asynchronous
n010_036.bnet,null_mc,,0.09887022416620123,64,4,asynchronous
n010_036.bnet,ref,,0.33501800942874077,64,4,asynchronous
n010_036.bnet,random_mc,0.0,0.09109327204704466,64,4,asynchronous
n010_036.bnet,random_mc,1.0,0.09478510233031906,64,4,asynchronous
n010_036.bnet,random_mc,2.0,0.07619777657709864,64,4,asynchronous
n010_036.bnet,random_mc,3.0,0.09609691724822693,64,4,asynchronous
n010_036.bnet,random_mc,4.0,0.10521280738265165,64,4,asynchronous
n010_036.bnet,random_mc,5.0,0.09460644416111101,64,4,asynchronous
n010_036.bnet,random_mc,6.0,0.08822189517585033,64,4,asynchronous
n010_036.bnet,random_mc,7.0,0.08738924428206926,64,4,asynchronous
n010_036.bnet,random_mc,8.0,0.10313568131219632,64,4,asynchronous
n010_036.bnet,random_mc,9.0,0.0998310492593179,64,4,asynchronous
n010_036.bnet,random_mc,10.0,0.09249333950097055,64,4,asynchronous
n010_036.bnet,random_mc,11.0,0.11499227630739388,64,4,asynchronous
n010_036.bnet,random_mc,12.0,0.10328294319649738,64,4,asynchronous
n010_036.bnet,random_mc,13.0,0.09995230012682492,64,4,asynchronous
n010_036.bnet,random_mc,14.0,0.10181875371700291,64,4,asynchronous
n010_036.bnet,random_mc,15.0,0.08843566225200186,64,4,asynchronous
n010_036.bnet,random_mc,16.0,0.0922462691496586,64,4,asynchronous
n010_036.bnet,random_mc,17.0,0.09626847498526406,64,4,asynchronous
n010_036.bnet,random_mc,18.0,0.06944090689961334,64,4,asynchronous
n010_036.bnet,random_mc,19.0,0.08471375557165414,64,4,asynchronous
n010_036.bnet,random_mc,20.0,0.09329394202942652,64,4,asynchronous
n010_036.bnet,random_mc,21.0,0.09929420105961231,64,4,asynchronous
n010_036.bnet,random_mc,22.0,0.08328131717233388,64,4,asynchronous
n010_036.bnet,random_mc,23.0,0.10912448893115514,64,4,asynchronous
n010_036.bnet,random_mc,24.0,0.08975529192796433,64,4,asynchronous
n010_036.bnet,random_mc,25.0,0.07626232678343588,64,4,asynchronous
n010_036.bnet,random_mc,26.0,0.10541830641096513,64,4,asynchronous
n010_036.bnet,random_mc,27.0,0.09691922549050681,64,4,asynchronous
n010_036.bnet,random_mc,28.0,0.0803344656039975,64,4,asynchronous
n010_036.bnet,random_mc,29.0,0.08900649854976063,64,4,asynchronous
n010_040.bnet,sd_mc,,0.0,4,4,asynchronous
n010_040.bnet,null_mc,,0.0,4,4,asynchronous
n010_040.bnet,ref,,0.0,4,4,asynchronous
n010_040.bnet,random_mc,0.0,0.0,4,4,asynchronous
n010_040.bnet,random_mc,1.0,0.0,4,4,asynchronous
n010_040.bnet,random_mc,2.0,0.0,4,4,asynchronous
n010_040.bnet,random_mc,3.0,0.0,4,4,asynchronous
n010_040.bnet,random_mc,4.0,0.0,4,4,asynchronous
n010_040.bnet,random_mc,5.0,0.0,4,4,asynchronous
n010_040.bnet,random_mc,6.0,0.0,4,4,asynchronous
n010_040.bnet,random_mc,7.0,0.0,4,4,asynchronous
n010_040.bnet,random_mc,8.0,0.0,4,4,asynchronous
n010_040.bnet,random_mc,9.0,0.0,4,4,asynchronous
n010_040.bnet,random_mc,10.0,0.0,4,4,asynchronous
n010_040.bnet,random_mc,11.0,0.0,4,4,asynchronous
n010_040.bnet,random_mc,12.0,0.0,4,4,asynchronous
n010_040.bnet,random_mc,13.0,0.0,4,4,asynchronous
n010_040.bnet,random_mc,14.0,0.0,4,4,asynchronous
n010_040.bnet,random_mc,15.0,0.0,4,4,asynchronous
n010_040.bnet,random_mc,16.0,0.0,4,4,asynchronous
n010_040.bnet,random_mc,17.0,0.0,4,4,asynchronous
n010_040.bnet,random_mc,18.0,0.0,4,4,asynchronous
n010_040.bnet,random_mc,19.0,0.0,4,4,asynchronous
n010_040.bnet,random_mc,20.0,0.0,4,4,asynchronous
n010_040.bnet,random_mc,21.0,0.0,4,4,asynchronous
n010_040.bnet,random_mc,22.0,0.0,4,4,asynchronous
n010_040.bnet,random_mc,23.0,0.0,4,4,asynchronous
n010_040.bnet,random_mc,24.0,0.0,4,4,asynchronous
n010_040.bnet,random_mc,25.0,0.0,4,4,asynchronous
n010_040.bnet,random_mc,26.0,0.0,4,4,asynchronous
n010_040.bnet,random_mc,27.0,0.0,4,4,asynchronous
n010_040.bnet,random_mc,28.0,0.0,4,4,asynchronous
n010_040.bnet,random_mc,29.0,0.0,4,4,asynchronous
n010_043.bnet,sd_mc,,0.11432619690878197,256,2,asynchronous
n010_043.bnet,null_mc,,0.3483000688948907,256,2,asynchronous
n010_043.bnet,ref,,0.30919704281849075,256,2,asynchronous
n010_043.bnet,random_mc,0.0,0.35055234965576854,256,2,asynchronous
n010_043.bnet,random_mc,1.0,0.34864183138303595,256,2,asynchronous
n010_043.bnet,random_mc,2.0,0.3473554807471325,256,2,asynchronous
n010_043.bnet,random_mc,3.0,0.34636417070709136,256,2,asynchronous
n010_043.bnet,random_mc,4.0,0.3482650479455375,256,2,asynchronous
n010_043.bnet,random_mc,5.0,0.34604200606067176,256,2,asynchronous
n010_043.bnet,random_mc,6.0,0.3478700085037655,256,2,asynchronous
n010_043.bnet,random_mc,7.0,0.34956265969464895,256,2,asynchronous
n010_043.bnet,random_mc,8.0,0.34761057984371696,256,2,asynchronous
n010_043.bnet,random_mc,9.0,0.346642199164805,256,2,asynchronous
n010_043.bnet,random_mc,10.0,0.3483156459969418,256,2,asynchronous
n010_043.bnet,random_mc,11.0,0.34888198890048533,256,2,asynchronous
n010_043.bnet,random_mc,12.0,0.3466970319264734,256,2,asynchronous
n010_043.bnet,random_mc,13.0,0.348414378534672,256,2,asynchronous
n010_043.bnet,random_mc,14.0,0.3495407778434913,256,2,asynchronous
n010_043.bnet,random_mc,15.0,0.347681813388319,256,2,asynchronous
n010_043.bnet,random_mc,16.0,0.34787923383579444,256,2,asynchronous
n010_043.bnet,random_mc,17.0,0.3485671738392838,256,2,asynchronous
n010_043.bnet,random_mc,18.0,0.3493568082504157,256,2,asynchronous
n010_043.bnet,random_mc,19.0,0.34869642104822524,256,2,asynchronous
n010_043.bnet,random_mc,20.0,0.347656937600688,256,2,asynchronous
n010_043.bnet,random_mc,21.0,0.3480281221206646,256,2,asynchronous
n010_043.bnet,random_mc,22.0,0.34831306595553996,256,2,asynchronous
n010_043.bnet,random_mc,23.0,0.34686542484285243,256,2,asynchronous
n010_043.bnet,random_mc,24.0,0.3486999723784979,256,2,asynchronous
n010_043.bnet,random_mc,25.0,0.34818063274643707,256,2,asynchronous
n010_043.bnet,random_mc,26.0,0.3473717347397611,256,2,asynchronous
n010_043.bnet,random_mc,27.0,0.348466501997492,256,2,asynchronous
n010_043.bnet,random_mc,28.0,0.3476402607287882,256,2,asynchronous
n010_043.bnet,random_mc,29.0,0.3460292827540411,256,2,asynchronous
n010_048.bnet,sd_mc,,0.07892425034606525,512,2,asynchronous
n010_048.bnet,null_mc,,0.17431100268613622,512,2,asynchronous
n010_048.bnet,ref,,0.3867621926680431,512,2,asynchronous
n010_048.bnet,random_mc,0.0,0.16065234198821884,512,2,asynchronous
n010_048.bnet,random_mc,1.0,0.17437116404805178,512,2,asynchronous
n010_048.bnet,random_mc,2.0,0.1588483968185177,512,2,asynchronous
n010_048.bnet,random_mc,3.0,0.17441919704160472,512,2,asynchronous
n010_048.bnet,random_mc,4.0,0.1792818495376783,512,2,asynchronous
n010_048.bnet,random_mc,5.0,0.17870241061241518,512,2,asynchronous
